likes,hour,hex,h,s,v
546,12,#cba8d8,283.75,0.2222222222222222,0.8470588235294118
89,11,#65d46c,123.78378378378378,0.5235849056603774,0.8313725490196079
75,10,#32ea36,121.30434782608697,0.7863247863247863,0.9176470588235294
69,9,#19751b,121.30434782608697,0.7863247863247863,0.4588235294117647
125,8,#0cba8d,164.48275862068965,0.9354838709677419,0.7294117647058823
236,7,#065d46,164.13793103448276,0.9354838709677419,0.36470588235294116
147,6,#032ea3,223.875,0.9815950920245399,0.6392156862745098
213,5,#819751,78.85714285714286,0.46357615894039733,0.592156862745098
322,4,#c0cba8,78.85714285714286,0.1724137931034483,0.796078431372549
158,3,#e065d4,305.8536585365854,0.5491071428571429,0.8784313725490196
121,2,#f032ea,301.89473684210526,0.7916666666666666,0.9411764705882353
291,1,#f81975,335.2466367713005,0.8991935483870968,0.9725490196078431
163,0,#7c0cba,278.62068965517244,0.9354838709677419,0.7294117647058823
207,23,#3e065d,278.62068965517244,0.9354838709677419,0.36470588235294116
301,22,#9f032e,343.46153846153845,0.9811320754716981,0.6235294117647059
575,21,#cf8197,343.0769230769231,0.37681159420289856,0.8117647058823529
809,20,#e7c0cb,343.0769230769231,0.16883116883116883,0.9058823529411765
323,19,#f3e065,51.97183098591549,0.5843621399176955,0.9529411764705882
181,18,#f9f032,57.28643216080402,0.7991967871485943,0.9764705882352941
233,17,#fcf819,58.942731277533035,0.9007936507936508,0.9882352941176471
116,16,#7e7c0c,58.94736842105263,0.9047619047619048,0.49411764705882355
127,15,#bf3e06,18.16216216216216,0.9685863874345549,0.7490196078431373
280,14,#df9f03,42.54545454545455,0.9865470852017937,0.8745098039215686
223,13,#efcf81,42.54545454545455,0.4602510460251046,0.9372549019607843
245,12,#f7e7c0,42.54545454545455,0.22267206477732793,0.9686274509803922
125,11,#7bf3e0,170.5,0.49382716049382713,0.9529411764705882
291,10,#bdf9f0,171,0.24096385542168675,0.9764705882352941
148,9,#5efcf8,178.48101265822783,0.626984126984127,0.9882352941176471
334,8,#af7e7c,2.3529411764705883,0.2914285714285714,0.6862745098039216
214,7,#d7bf3e,50.588235294117645,0.7116279069767442,0.8431372549019608
136,6,#6bdf9f,146.8965517241379,0.5201793721973094,0.8745098039215686
144,5,#35efcf,169.67741935483872,0.7782426778242678,0.9372549019607843
170,4,#1af7e7,175.65610859728508,0.8947368421052632,0.9686274509803922
306,3,#8d7bf3,249.00000000000003,0.49382716049382713,0.9529411764705882
829,2,#c6bdf9,249.00000000000003,0.24096385542168675,0.9764705882352941
126,1,#e35efc,290.50632911392404,0.626984126984127,0.9882352941176471
313,0,#71af7e,132.5806451612903,0.35428571428571426,0.6862745098039216
187,23,#38d7bf,170.9433962264151,0.7395348837209302,0.8431372549019608
168,22,#1c6bdf,215.6923076923077,0.874439461883408,0.8745098039215686
141,21,#0e35ef,229.6,0.9414225941422594,0.9372549019607843
150,20,#871af7,269.59276018099547,0.8947368421052632,0.9686274509803922
240,19,#438d7b,165.40540540540542,0.524822695035461,0.5529411764705883
222,18,#21c6bd,176.72727272727272,0.8333333333333334,0.7764705882352941
53,17,#10e35e,142.18009478672985,0.9295154185022027,0.8901960784313725
355,16,#8871af,262.258064516129,0.35428571428571426,0.6862745098039216
80,15,#c438d7,292.8301886792453,0.7395348837209302,0.8431372549019608
114,14,#621c6b,293.16455696202536,0.7383177570093458,0.4196078431372549
222,13,#310e35,293.84615384615387,0.7358490566037735,0.20784313725490197
70,12,#18871a,121.08108108108107,0.8222222222222222,0.5294117647058824
106,11,#8c438d,299.1891891891892,0.524822695035461,0.5529411764705883
65,10,#c621c6,300,0.8333333333333334,0.7764705882352941
157,9,#6310e3,263.6018957345972,0.9295154185022027,0.8901960784313725
214,8,#318871,164.13793103448276,0.6397058823529411,0.5333333333333333
48,7,#18c438,131.1627906976744,0.8775510204081632,0.7686274509803922
88,6,#8c621c,37.5,0.8,0.5490196078431373
52,5,#46310e,37.5,0.8,0.27450980392156865
126,4,#a31887,312.0863309352518,0.852760736196319,0.6392156862745098
82,3,#518c43,108.49315068493152,0.5214285714285715,0.5490196078431373
121,2,#a8c621,70.9090909090909,0.8333333333333334,0.7764705882352941
234,1,#d46310,25.408163265306126,0.9245283018867925,0.8313725490196079
187,0,#ea3188,331.7837837837838,0.7905982905982906,0.9176470588235294
173,23,#7518c4,272.44186046511624,0.8775510204081632,0.7686274509803922
207,22,#3a8c62,149.26829268292684,0.5857142857142857,0.5490196078431373
260,21,#1d4631,149.26829268292684,0.5857142857142857,0.27450980392156865
69,20,#0ea318,124.0268456375839,0.9141104294478528,0.6392156862745098
237,19,#07518c,206.61654135338347,0.95,0.5490196078431373
189,18,#03a8c6,189.23076923076923,0.9848484848484849,0.7764705882352941
75,17,#01d463,147.86729857819907,0.9952830188679245,0.8313725490196079
61,16,#00ea31,132.56410256410257,1,0.9176470588235294
74,15,#007518,132.30769230769232,1,0.4588235294117647
119,14,#803a8c,291.2195121951219,0.5857142857142857,0.5490196078431373
202,13,#401d46,291.2195121951219,0.5857142857142857,0.27450980392156865
120,12,#200ea3,247.248322147651,0.9141104294478528,0.6392156862745098
186,11,#100751,247.29729729729732,0.9135802469135802,0.3176470588235294
110,10,#0803a8,241.8181818181818,0.9821428571428571,0.6588235294117647
109,9,#8401d4,277.2511848341232,0.9952830188679245,0.8313725490196079
124,8,#4200ea,256.9230769230769,1,0.9176470588235294
123,7,#a10075,316.3975155279503,1,0.6313725490196078
200,6,#d0803a,28,0.7211538461538461,0.8156862745098039
205,5,#e8401d,10.344827586206897,0.875,0.9098039215686274
112,4,#74200e,10.588235294117649,0.8793103448275862,0.4549019607843137
91,3,#3a1007,10.588235294117649,0.8793103448275862,0.22745098039215686
261,2,#9d0803,1.9480519480519478,0.9808917197452229,0.615686274509804
254,1,#ce8401,38.34146341463415,0.9951456310679612,0.807843137254902
190,0,#e74200,17.142857142857142,1,0.9058823529411765
101,23,#73a100,77.14285714285714,1,0.6313725490196078
234,22,#b9d080,77.25,0.38461538461538464,0.8156862745098039
73,21,#5ce840,110,0.7241379310344828,0.9098039215686274
86,20,#2e7420,110,0.7241379310344828,0.4549019607843137
140,19,#173a10,110,0.7241379310344828,0.22745098039215686
74,18,#0b9d08,118.79194630872483,0.9490445859872612,0.615686274509804
128,17,#05ce84,157.91044776119404,0.9757281553398058,0.807843137254902
56,16,#82e742,96.72727272727272,0.7142857142857143,0.9058823529411765
332,15,#c173a1,324.61538461538464,0.40414507772020725,0.7568627450980392
279,14,#60b9d0,192.32142857142856,0.5384615384615384,0.8156862745098039
128,13,#305ce8,225.65217391304347,0.7931034482758621,0.9098039215686274
95,12,#982e74,320.37735849056605,0.6973684210526315,0.596078431372549
220,11,#4c173a,320.37735849056605,0.6973684210526315,0.2980392156862745
113,10,#260b9d,251.0958904109589,0.9299363057324841,0.615686274509804
111,9,#9305ce,282.3880597014925,0.9757281553398058,0.807843137254902
213,8,#c982e7,282.17821782178214,0.43722943722943725,0.9058823529411765
98,7,#64c173,129.6774193548387,0.48186528497409326,0.7568627450980392
115,6,#b260b9,295.2808988764045,0.4810810810810811,0.7254901960784313
195,5,#59305c,295.9090909090909,0.4782608695652174,0.3607843137254902
89,4,#2c982e,121.11111111111111,0.7105263157894737,0.596078431372549
138,3,#964c17,25.039370078740156,0.8466666666666667,0.5882352941176471
64,2,#4b260b,25.3125,0.8533333333333334,0.29411764705882354
95,1,#259305,106.47887323943662,0.9659863945578231,0.5764705882352941
106,0,#12c982,156.72131147540983,0.9104477611940298,0.788235294117647
163,23,#0964c1,210.32608695652175,0.9533678756476683,0.7568627450980392
104,22,#04b260,151.72413793103448,0.9775280898876404,0.6980392156862745
62,21,#825930,30,0.6307692307692307,0.5098039215686274
117,20,#c12c98,316.51006711409394,0.772020725388601,0.7568627450980392
192,19,#e0964c,30,0.6607142857142857,0.8784313725490196
239,18,#f04b26,10.99009900990099,0.8416666666666667,0.9411764705882353
181,17,#f82593,328.7203791469194,0.8508064516129032,0.9725490196078431
114,16,#7c12c9,274.75409836065575,0.9104477611940298,0.788235294117647
152,15,#be0964,329.8342541436464,0.9526315789473684,0.7450980392156863
106,14,#df04b2,312.32876712328766,0.9820627802690582,0.8745098039215686
168,13,#6f8259,87.80487804878048,0.3153846153846154,0.5098039215686274
53,12,#37c12c,115.57046979865771,0.772020725388601,0.7568627450980392
124,11,#1be096,157.46192893401016,0.8794642857142857,0.8784313725490196
56,10,#0df04b,136.38766519823787,0.9458333333333333,0.9411764705882353
85,9,#06f825,127.68595041322315,0.9758064516129032,0.9725490196078431
73,8,#837c12,56.283185840707965,0.8625954198473282,0.5137254901960784
170,5,#c1be09,59.02173913043478,0.9533678756476683,0.7568627450980392
80,4,#60df04,94.79452054794521,0.9820627802690582,0.8745098039215686
309,3,#306f82,193.90243902439022,0.6307692307692307,0.5098039215686274
118,2,#9837c1,282.17391304347825,0.7150259067357513,0.7568627450980392
108,1,#cc1be0,293.9086294416244,0.8794642857142857,0.8784313725490196
85,0,#e60df0,297.3568281938326,0.9458333333333333,0.9411764705882353
225,23,#7306f8,267.0247933884297,0.9758064516129032,0.9725490196078431
274,22,#b9837c,6.885245901639345,0.32972972972972975,0.7254901960784313
244,21,#5cc1be,178.21782178217822,0.5233160621761658,0.7568627450980392
137,20,#2e60df,223.05084745762713,0.7937219730941704,0.8745098039215686
159,19,#97306f,323.3009708737864,0.6821192052980133,0.592156862745098
67,18,#4b9837,107.62886597938144,0.6381578947368421,0.596078431372549
84,17,#25cc1b,116.61016949152543,0.8676470588235294,0.8
78,16,#12e60d,118.61751152073732,0.9434782608695652,0.9019607843137255
98,15,#897306,49.92366412213741,0.9562043795620438,0.5372549019607843
146,14,#44b983,152.3076923076923,0.6324324324324324,0.7254901960784313
113,13,#a25cc1,281.58415841584156,0.5233160621761658,0.7568627450980392
228,12,#512e60,282,0.5208333333333334,0.3764705882352941
62,11,#289730,124.32432432432434,0.7350993377483444,0.592156862745098
143,10,#944b98,296.8831168831168,0.506578947368421,0.596078431372549
154,9,#4a25cc,253.2934131736527,0.8186274509803921,0.8
139,8,#a512e6,281.6037735849057,0.9217391304347826,0.9019607843137255
262,7,#528973,156,0.40145985401459855,0.5372549019607843
133,6,#2944b9,228.75,0.7783783783783784,0.7254901960784313
121,5,#14a25c,150.42253521126761,0.8765432098765432,0.6352941176470588
67,4,#8a512e,22.826086956521742,0.6666666666666666,0.5411764705882353
182,3,#c52897,317.5796178343949,0.7969543147208121,0.7725490196078432
129,2,#62944b,101.0958904109589,0.49324324324324326,0.5803921568627451
167,1,#314a25,100.54054054054053,0.5,0.2901960784313726
78,0,#18a512,117.55102040816327,0.8909090909090909,0.6470588235294118
225,23,#8c5289,303.1034482758621,0.4142857142857143,0.5490196078431373
225,22,#c62944,349.68152866242036,0.7929292929292929,0.7764705882352941
211,21,#6314a2,273.38028169014086,0.8765432098765432,0.6352941176470588
83,20,#b18a51,35.625,0.5423728813559322,0.6941176470588235
198,19,#d8c528,53.52272727272727,0.8148148148148148,0.8470588235294118
347,18,#ec6294,338.2608695652174,0.5847457627118644,0.9254901960784314
243,17,#f6314a,352.38578680203045,0.8008130081300813,0.9647058823529412
136,16,#7b18a5,282.12765957446805,0.8545454545454545,0.6470588235294118
148,15,#3d8c52,135.9493670886076,0.5642857142857143,0.5490196078431373
125,14,#9ec629,75.28662420382165,0.7929292929292929,0.7764705882352941
69,13,#4f6314,75.18987341772151,0.797979797979798,0.38823529411764707
179,12,#a7b18a,75.38461538461539,0.22033898305084745,0.6941176470588235
303,11,#d3d8c5,75.78947368421052,0.08796296296296297,0.8470588235294118
139,10,#e9ec62,61.30434782608696,0.5847457627118644,0.9254901960784314
164,9,#f4f631,60.609137055837564,0.8008130081300813,0.9647058823529412
86,8,#7a7b18,60.606060606060595,0.8048780487804879,0.4823529411764706
138,7,#bd3d8c,322.96875,0.6772486772486772,0.7411764705882353
319,6,#5e9ec6,203.07692307692307,0.5252525252525253,0.7764705882352941
353,5,#af4f63,347.5,0.5485714285714286,0.6862745098039216
216,4,#57a7b1,186.66666666666666,0.5084745762711864,0.6941176470588235
185,3,#2bd3d8,181.73410404624278,0.8009259259259259,0.8470588235294118
159,2,#15e9ec,180.83720930232556,0.9110169491525424,0.9254901960784314
233,1,#8af4f6,181.11111111111111,0.43902439024390244,0.9647058823529412
498,0,#c57a7b,359.2,0.38071065989847713,0.7725490196078432
86,23,#62bd3d,102.65625,0.6772486772486772,0.7411764705882353
251,22,#315e9e,215.22935779816515,0.689873417721519,0.6196078431372549
135,21,#98af4f,74.37500000000001,0.5485714285714286,0.6862745098039216
130,20,#cc57a7,318.97435897435895,0.5735294117647058,0.8
155,19,#662bd3,261.07142857142856,0.7962085308056872,0.8274509803921568
185,18,#3315e9,248.49056603773587,0.9098712446351931,0.9137254901960784
426,17,#998af4,248.49056603773587,0.4344262295081967,0.9568627450980393
110,16,#4cc57a,142.8099173553719,0.6142131979695431,0.7725490196078432
157,15,#2662bd,216.15894039735102,0.798941798941799,0.7411764705882353
216,14,#93315e,332.44897959183675,0.6666666666666666,0.5764705882352941
644,13,#c998af,331.83673469387753,0.24378109452736318,0.788235294117647
82,12,#64cc57,113.33333333333333,0.5735294117647058,0.8
110,11,#b2662b,26.222222222222225,0.7584269662921348,0.6980392156862745
51,10,#593315,26.470588235294116,0.7640449438202247,0.34901960784313724
183,9,#ac998a,26.470588235294116,0.19767441860465115,0.6745098039215687
134,8,#564cc5,244.95867768595042,0.6142131979695431,0.7725490196078432
153,7,#2b2662,244.99999999999997,0.6122448979591837,0.3843137254901961
100,6,#159331,133.33333333333334,0.8571428571428571,0.5764705882352941
200,5,#0ac998,164.60732984293193,0.9502487562189055,0.788235294117647
172,4,#0564cc,211.356783919598,0.9754901960784313,0.8
200,3,#82b266,97.89473684210526,0.42696629213483145,0.6980392156862745
202,2,#c15933,16.056338028169012,0.7357512953367875,0.7568627450980392
272,1,#60ac99,165,0.4418604651162791,0.6745098039215687
235,0,#b0564c,6,0.5681818181818182,0.6901960784313725
76,23,#582b26,6,0.5681818181818182,0.34509803921568627
106,22,#2c1593,250.95238095238096,0.8571428571428571,0.5764705882352941
134,21,#160ac9,243.76963350785343,0.9502487562189055,0.788235294117647
171,20,#8b0564,317.46268656716416,0.9640287769784173,0.5450980392156862
333,19,#c582b2,317.01492537313436,0.3401015228426396,0.7725490196078432
338,18,#e2c159,45.54744525547445,0.6061946902654868,0.8862745098039215
213,17,#f160ac,328.55172413793105,0.6016597510373444,0.9450980392156862
275,16,#f8b056,33.333333333333336,0.6532258064516129,0.9725490196078431
174,15,#fc582b,12.918660287081341,0.8293650793650794,0.9882352941176471
76,14,#7e2c15,13.142857142857142,0.8333333333333334,0.49411764705882355
78,13,#3f160a,13.584905660377359,0.8412698412698413,0.24705882352941178
59,12,#1f8b05,108.35820895522389,0.9640287769784173,0.5450980392156862
203,11,#8fc582,108.35820895522389,0.3401015228426396,0.7725490196078432
303,10,#c7e2c1,109.0909090909091,0.14601769911504425,0.8862745098039215
93,9,#e3f160,65.79310344827586,0.6016597510373444,0.9450980392156862
115,8,#71f8b0,148,0.5443548387096774,0.9725490196078431
150,7,#38fc58,129.79591836734696,0.7777777777777778,0.9882352941176471
81,6,#9c7e2c,43.92857142857142,0.717948717948718,0.611764705882353
79,5,#4e3f16,43.92857142857142,0.717948717948718,0.3058823529411765
148,4,#a71f8b,312.3529411764706,0.8143712574850299,0.6549019607843137
245,3,#538fc5,208.42105263157896,0.5786802030456852,0.7725490196078432
159,2,#29c7e2,188.75675675675674,0.8185840707964602,0.8862745098039215
323,1,#94e3f1,189.03225806451613,0.38589211618257263,0.9450980392156862
149,0,#ca71f8,279.55555555555554,0.5443548387096774,0.9725490196078431
191,23,#6538fc,253.77551020408166,0.7777777777777778,0.9882352941176471
203,22,#329c7e,163.01886792452828,0.6794871794871795,0.611764705882353
284,21,#194e3f,163.01886792452828,0.6794871794871795,0.3058823529411765
68,20,#0ca71f,127.35483870967742,0.9281437125748503,0.6549019607843137
174,19,#06538f,206.27737226277372,0.958041958041958,0.5607843137254902
129,18,#8329c7,274.17721518987344,0.7939698492462312,0.7803921568627451
156,17,#4194e3,209.25925925925927,0.7136563876651982,0.8901960784313725
188,16,#a0ca71,88.31460674157303,0.4405940594059406,0.792156862745098
170,15,#d06538,17.763157894736842,0.7307692307692307,0.8156862745098039
130,14,#e8329c,325.05494505494505,0.7844827586206896,0.9098039215686274
160,13,#f4194e,345.47945205479454,0.8975409836065574,0.9568627450980393
160,12,#fa0ca7,320.92436974789916,0.952,0.9803921568627451
171,11,#fd0653,341.2955465587045,0.9762845849802372,0.9921568627450981
70,10,#7e8329,63.333333333333336,0.6870229007633588,0.5137254901960784
125,9,#3f4194,238.58823529411765,0.5743243243243243,0.5803921568627451
213,8,#1fa0ca,194.73684210526315,0.8465346534653465,0.792156862745098
71,7,#0fd065,146.73575129533677,0.9278846153846154,0.8156862745098039
80,6,#87e832,91.97802197802197,0.7844827586206896,0.9098039215686274
148,5,#c3f419,73.42465753424659,0.8975409836065574,0.9568627450980393
163,4,#e1fa0c,66.30252100840336,0.952,0.9803921568627451
184,3,#f0fd06,63.15789473684212,0.9762845849802372,0.9921568627450981
444,2,#f87e83,357.5409836065574,0.49193548387096775,0.9725490196078431
158,1,#7c3f41,358.0327868852459,0.49193548387096775,0.48627450980392156
93,0,#be1fa0,311.3207547169811,0.8368421052631579,0.7450980392156863
119,23,#df0fd0,304.3269230769231,0.9327354260089686,0.8745098039215686
297,22,#6f87e8,228.099173553719,0.521551724137931,0.9098039215686274
632,21,#b7c3f4,228.1967213114754,0.25,0.9568627450980393
500,20,#dbe1fa,228.38709677419357,0.124,0.9803921568627451
192,19,#6df0fd,185.41666666666666,0.5691699604743083,0.9921568627450981
124,18,#b6f87e,92.45901639344262,0.49193548387096775,0.9725490196078431
169,17,#db7c3f,23.46153846153846,0.7123287671232876,0.8588235294117647
393,16,#edbe1f,46.310679611650485,0.869198312236287,0.9294117647058824
63,15,#76df0f,90.28846153846153,0.9327354260089686,0.8745098039215686
287,14,#3b6f87,198.94736842105263,0.562962962962963,0.5294117647058824
358,13,#9db7c3,198.94736842105263,0.19487179487179487,0.7647058823529411
297,12,#cedbe1,198.94736842105263,0.08444444444444445,0.8823529411764706
97,11,#e76df0,295.8778625954198,0.5458333333333333,0.9411764705882353
285,10,#73b6f8,209.77443609022558,0.5362903225806451,0.9725490196078431
129,9,#b9db7c,81.47368421052632,0.4337899543378995,0.8588235294117647
118,8,#5cedbe,160.55172413793105,0.6118143459915611,0.9294117647058824
141,7,#2e76df,215.59322033898306,0.7937219730941704,0.8745098039215686
191,6,#973b6f,326.0869565217391,0.609271523178808,0.592156862745098
258,5,#4b9db7,194.44444444444443,0.5901639344262295,0.7176470588235294
173,4,#25cedb,184.28571428571428,0.8310502283105022,0.8588235294117647
74,3,#12e76d,145.6338028169014,0.922077922077922,0.9058823529411765
426,2,#8973b6,259.7014925373134,0.36813186813186816,0.7137254901960784
213,1,#44b9db,193.50993377483442,0.6894977168949772,0.8588235294117647
168,0,#a25ced,268.9655172413793,0.6118143459915611,0.9294117647058824
156,23,#512e76,269.16666666666663,0.6101694915254238,0.4627450980392157
76,22,#28973b,130.27027027027026,0.7350993377483444,0.592156862745098
169,21,#144b9d,215.91240875912408,0.8726114649681529,0.615686274509804
147,20,#0a25ce,231.73469387755102,0.9514563106796117,0.807843137254902
137,19,#0512e7,236.54867256637166,0.9783549783549783,0.9058823529411765
260,18,#028973,170.22222222222223,0.9854014598540146,0.5372549019607843
121,17,#8144b9,271.28205128205127,0.6324324324324324,0.7254901960784313
102,16,#c0a25c,42,0.5208333333333334,0.7529411764705882
152,15,#e0512e,11.797752808988765,0.7946428571428571,0.8784313725490196
195,14,#f02897,326.7,0.8333333333333334,0.9411764705882353
209,13,#78144b,327,0.8333333333333334,0.47058823529411764
189,12,#bc0a25,350.8988764044944,0.9468085106382979,0.7372549019607844
192,11,#de0512,356.40552995391704,0.9774774774774775,0.8705882352941177
142,10,#6f0289,288.44444444444446,0.9854014598540146,0.5372549019607843
96,9,#378144,130.54054054054055,0.5736434108527132,0.5058823529411764
156,8,#1bc0a2,169.0909090909091,0.859375,0.7529411764705882
66,7,#0de051,139.33649289099526,0.9419642857142857,0.8784313725490196
76,6,#06f028,128.7179487179487,0.975,0.9411764705882353
104,5,#037814,128.7179487179487,0.975,0.47058823529411764
73,4,#01bc0a,122.88770053475938,0.9946808510638298,0.7372549019607844
107,3,#80de05,85.99078341013825,0.9774774774774775,0.8705882352941177
211,2,#c06f02,34.421052631578945,0.9895833333333334,0.7529411764705882
205,1,#e03781,333.7278106508876,0.7544642857142857,0.8784313725490196
184,0,#701bc0,270.90909090909093,0.859375,0.7529411764705882
146,23,#380de0,252.22748815165875,0.9419642857142857,0.8784313725490196
108,22,#9c06f0,278.4615384615385,0.975,0.9411764705882353
206,21,#4e0378,278.4615384615385,0.975,0.47058823529411764
89,20,#a701bc,293.2620320855615,0.9946808510638298,0.7372549019607844
189,19,#d380de,292.97872340425533,0.42342342342342343,0.8705882352941177
103,18,#69c06f,124.13793103448276,0.453125,0.7529411764705882
139,17,#b4e037,75.62130177514793,0.7544642857142857,0.8784313725490196
190,16,#da701b,26.701570680628272,0.8761467889908257,0.8549019607843137
143,15,#ed380d,11.517857142857144,0.9451476793248945,0.9294117647058824
103,14,#769c06,75.2,0.9615384615384616,0.611764705882353
209,13,#bb4e03,24.456521739130434,0.983957219251337,0.7333333333333333
68,12,#5da701,86.74698795180723,0.9940119760479041,0.6549019607843137
188,11,#aed380,86.74698795180723,0.3933649289099526,0.8274509803921568
135,10,#d769c0,312.54545454545456,0.5116279069767442,0.8431372549019608
217,9,#6bb4e0,202.56410256410257,0.5223214285714286,0.8784313725490196
108,8,#b5da70,80.9433962264151,0.48623853211009177,0.8549019607843137
56,7,#5aed38,108.7292817679558,0.7637130801687764,0.9294117647058824
422,6,#ad769c,318.54545454545456,0.3179190751445087,0.6784313725490196
74,5,#56bb4e,115.59633027522936,0.5828877005347594,0.7333333333333333
141,4,#ab5da7,303.0769230769231,0.45614035087719296,0.6705882352941176
261,3,#55aed3,197.61904761904762,0.5971563981042654,0.8274509803921568
175,2,#aad769,84.54545454545455,0.5116279069767442,0.8431372549019608
318,1,#556bb4,226.10526315789474,0.5277777777777778,0.7058823529411765
250,0,#2ab5da,192.61363636363635,0.8073394495412844,0.8549019607843137
149,23,#155aed,220.83333333333331,0.9113924050632911,0.9294117647058824
127,22,#0aad76,159.75460122699386,0.9421965317919075,0.6784313725490196
174,21,#0556bb,213.2967032967033,0.9732620320855615,0.7333333333333333
97,20,#02ab5d,152.3076923076923,0.9883040935672515,0.6705882352941176
181,19,#8155ae,269.6629213483146,0.5114942528735632,0.6823529411764706
240,18,#40aad7,197.88079470198676,0.7023255813953488,0.8431372549019608
335,17,#a0556b,342.4,0.46875,0.6274509803921569
90,16,#d02ab5,309.7590361445783,0.7980769230769231,0.8156862745098039
215,15,#68155a,310.12048192771084,0.7980769230769231,0.40784313725490196
134,14,#340aad,255.46012269938652,0.9421965317919075,0.6784313725490196
167,13,#1a0556,255.55555555555557,0.9418604651162791,0.33725490196078434
118,12,#0d02ab,243.90532544378698,0.9883040935672515,0.6705882352941176
139,11,#068155,158.53658536585368,0.9534883720930233,0.5058823529411764
173,10,#8340aa,277.92452830188677,0.6235294117647059,0.6666666666666666
114,9,#c1a055,41.666666666666664,0.5595854922279793,0.7568627450980392
81,8,#60d02a,100.48192771084337,0.7980769230769231,0.8156862745098039
72,7,#306815,100.48192771084337,0.7980769230769231,0.40784313725490196
199,6,#18340a,100,0.8076923076923077,0.20392156862745098
259,5,#8c1a05,9.333333333333334,0.9642857142857143,0.5490196078431373
214,4,#c60d02,3.36734693877551,0.98989898989899,0.7764705882352941
144,3,#630681,285.3658536585366,0.9534883720930233,0.5058823529411764
113,2,#318340,130.97560975609758,0.6259541984732825,0.5137254901960784
391,1,#98c1a0,131.70731707317074,0.21243523316062177,0.7568627450980392
200,0,#4c60d0,230.9090909090909,0.6346153846153846,0.8156862745098039
196,23,#263068,230.9090909090909,0.6346153846153846,0.40784313725490196
192,22,#131834,230.9090909090909,0.6346153846153846,0.20392156862745098
84,21,#098c1a,127.78625954198473,0.9357142857142857,0.5490196078431373
104,20,#84c60d,81.4054054054054,0.9343434343434344,0.7764705882352941
153,19,#c26306,29.680851063829788,0.9690721649484536,0.7607843137254902
185,18,#613183,275.1219512195122,0.6259541984732825,0.5137254901960784
536,17,#b098c1,275.1219512195122,0.21243523316062177,0.7568627450980392
247,16,#d84c60,351.42857142857144,0.6481481481481481,0.8470588235294118
177,15,#ec2630,356.969696969697,0.8389830508474576,0.9254901960784314
144,14,#f61318,358.6784140969163,0.9227642276422764,0.9647058823529412
128,13,#7b098c,292.2137404580153,0.9357142857142857,0.5490196078431373
255,12,#bd84c6,291.8181818181818,0.3333333333333333,0.7764705882352941
66,11,#5ec263,122.99999999999999,0.5154639175257731,0.7607843137254902
108,10,#2f6131,122.4,0.5154639175257731,0.3803921568627451
365,9,#97b098,122.4,0.14204545454545456,0.6901960784313725
115,8,#cbd84c,65.57142857142858,0.6481481481481481,0.8470588235294118
68,7,#65ec26,100.9090909090909,0.8389830508474576,0.9254901960784314
84,6,#32f613,111.80616740088107,0.9227642276422764,0.9647058823529412
108,5,#997b09,47.5,0.9411764705882353,0.6
131,4,#ccbd84,47.5,0.35294117647058826,0.8
182,3,#e65ec2,315.88235294117646,0.591304347826087,0.9019607843137255
171,2,#732f61,315.88235294117646,0.591304347826087,0.45098039215686275
279,1,#3997b0,192.60504201680672,0.6761363636363636,0.6901960784313725
495,0,#9ccbd8,193,0.2777777777777778,0.8470588235294118
178,23,#4e65ec,231.26582278481013,0.6694915254237288,0.9254901960784314
124,22,#a732f6,275.81632653061223,0.7967479674796748,0.9647058823529412
180,21,#d3997b,20.454545454545453,0.41706161137440756,0.8274509803921568
294,20,#e9ccbd,20.454545454545453,0.1888412017167382,0.9137254901960784
85,19,#74e65e,110.29411764705881,0.591304347826087,0.9019607843137255
107,18,#3a732f,110.29411764705881,0.591304347826087,0.45098039215686275
108,17,#9d3997,303.6,0.6369426751592356,0.615686274509804
441,16,#ce9ccb,303.6,0.24271844660194175,0.807843137254902
279,15,#e74e65,350.98039215686276,0.6623376623376623,0.9058823529411765
348,14,#f3a732,36.373056994818654,0.7942386831275721,0.9529411764705882
144,13,#79d399,141.33333333333334,0.4265402843601896,0.8274509803921568
351,12,#bce9cc,141.33333333333334,0.19313304721030042,0.9137254901960784
201,11,#5e74e6,230.29411764705884,0.591304347826087,0.9019607843137255
136,10,#af3a73,330.7692307692308,0.6685714285714286,0.6862745098039216
73,9,#579d39,102,0.6369426751592356,0.615686274509804
107,8,#2bce9c,161.59509202453987,0.7912621359223301,0.807843137254902
60,7,#15e74e,136.28571428571428,0.9090909090909091,0.9058823529411765
118,6,#8af3a7,136.57142857142856,0.43209876543209874,0.9529411764705882
218,5,#4579d3,218.0281690140845,0.6729857819905213,0.8274509803921568
654,4,#a2bce9,218.0281690140845,0.30472103004291845,0.9137254901960784
279,3,#515e74,217.71428571428572,0.3017241379310345,0.4549019607843137
71,2,#28af3a,128,0.7714285714285715,0.6862745098039216
180,1,#94579d,292.28571428571433,0.445859872611465,0.615686274509804
82,0,#ca2bce,298.5276073619632,0.7912621359223301,0.807843137254902
186,23,#6515e7,262.8571428571429,0.9090909090909091,0.9058823529411765
343,22,#b28af3,262.8571428571429,0.43209876543209874,0.9529411764705882
209,21,#594579,263.0769230769231,0.4297520661157025,0.4745098039215686
493,20,#aca2bc,263.0769230769231,0.13829787234042554,0.7372549019607844
196,19,#56515e,263.0769230769231,0.13829787234042554,0.3686274509803922
